id,type,owner,reporter,milestone,status,resolution,summary,description,PosixTime,ModifiedTime,priority
11,enhancement,sthibaul,bgoglin,Future,closed,wontfix,IRIX support,"sysmp(MP_NPROCS/MP_NAPROCS/MP_STAT)
NUMA: /hw : /hw/nodenum/0 -> /hw/module/1/slot/n1/node
/hw/cpunum/0 -> /hw/module/1/slot/n1/node/cpu/a
check through getmntent where hwgfs is mounted
sysmp(MP_MUSTRUN/MP_MUSTRUN_PID)
PTHREAD_SCOPE_BOUND_NP
pthread_setrunon_np()
process_cpulink()
mld_create() mldset_create() numa_acreate() migr_range_migrate()
",1253896105,1387215397,normal
12,enhancement,,sthibaul,v1.2,closed,fixed,support user-defined processor restriction,"Use sched_getaffinity etc. to restrict discovery to the current cpumask.

1) Add a configuration flag to limit the discovery to the current binding of the process. Could let the user choose between using the CPU or using the memory binding, and between using the current process or the current thread binding. But those variants are not very important and they can be implemented with (2) anyway. So just keep the important variant(s?). I'd say the current thread CPU binding (HWLOC_TOPOLOGY_FLAG_RESTRICT_TO_BINDING)

(2) Add a configuration function to limit the discovery to a given cpuset. To get the current binding of the process, one has to run a first discovery, then use get_cpubind, then run a second one with the configuration. This is tedious, the API works this way.

hwloc_topology_restrict_to_cpuset(topology, cpuset);

(no need for a nodeset flavor, it won't be used often, and we have conversion functions anyway)

(3) Add a function to restrict a discovered topology to a given cpuset. This looks like within the scope of the functions we are thinking about for network use (extract part of a topology, merge topologies).
",1254058732,1356164714,normal
13,defect,,sthibaul,v1.2,closed,fixed,hwloc_distribute should handle asymetric topologies,"hwloc_distribute currently assumes that all children of an object have
the same weight. There should be at least variants which take into
account the cpuset/gpuset etc.

It should also likely ignore children with empty CPU sets (happens with CPU-less NUMA nodes).
",1254227928,1356162651,normal
14,enhancement,bgoglin,sthibaul,v1.0,closed,fixed,libhwloc should provide the function to save XML files,"Currently, only lstopo foo.xml permits to create xml files.  Ideally
the functionality should be available from libhwloc itself.
",1254228077,1356162680,normal
15,enhancement,,bgoglin,Future,new,,misc TODO,"=== API ===

  * ""ignore"" config function for a range of depths of a given type of object (e.g. being able to ignore just L1 caches).
    * what about cache types?
    * maybe add a vertical kind of restrict() which removes an entire level after load()?

  * Allow to restrict multinode topo
    * Add a restrict by obj instead of by cpuset?
      * Could also be a remove_all_under(), which can be used multiple times to restrict to several parts by removing others
        * Unless the custom interface is enough but I don't think so (NULL cpuset, fixed new object types, ...)

=== Tools ===

  * bind process on 2 cores ""near"" physical proc id 3 ?
    * hwloc-calc: add an option to request a cpuset containing of n close entries among the generated cpuset

  * internationalize the output of lstopo? object types and memory size units

  * hwloc-top, like lstopo, but keeps printing every 3s or so, and show bound threads as well as the used CPU%

=== Doc ===

  * automatically generate the pngs?
    * see doc/images/HACKING

=== Support ===

  * add info about supported instructions (sse, avx, ...)
  * add info about available execution units (fpu)
    * and say if they are shared between threads/cores
      * this could help improving the current ambiguity between two real cores, one hyperthreaded core, and AMD dual-fake-core compute units

  * reduce distance matrices so that parent objects get distances between them as well (just like we do when computing group distances after inserting groups)

  * when assembling topologies that start with a Machine object, increase its os_index?

  * parallelize the discovery ? :)

  * Use libnetdevname ? http://linux.dell.com/wiki/index.php/Oss/libnetdevname

=== I/O ===

  * Find a pci lib for MacOSX (neither pciutils nor pciaccess seems available)

 * provide functions like this (see latest numactl at http://halobates.de/blog/p/196):

  hwloc_obj_t hwloc_get_path_obj(hwloc_topology_t topo, const char *path);
  hwloc_obj_t hwloc_get_fd_obj(hwloc_topology_t topo, int fd);
  # the latter may return a network device or a disk device, depending on whether it's a socket or a file. Mmm and how about nfs-mounted files!

  * CCI interoperability to get cci_device and/or cci_device->name locality
    * use cci_device->pci.{domain,bus,dev,func} to retrieve the PCI device
    * wait for the CCI API to be stable

  * Add a ofed plugin to gather ofed device info without relying on Linux sysfs
    * Not sure whether ofed works the same on other OS anyway

=== Backends and Ports ===

  * XML
    * store ""support"" info too (such as binding support, ...). how to load/report it on import without breaking the current behavior ?
      * just tell people to binary export the support struct manually?

  * Try to make the distance grouping code a separate component ?

  * QNX
    * _syspage_ptr() SYSPAGE_ENTRY(entry)
    * ThreadCtl/Thread_ctl_r(_NTO_TCTL_RUNMASK)

  * BSD
    * sys/sched.h: sched_bind/sched_unbind, but that's in-kernel only for now.

  * Cray Catamount?

  * X86
    * Use cpuid's apicid to implement get_last_cpu_location(THREAD)

  * Windows
    * Implement get_cpubind.
    * Use DEVPKEY_Numa_Proximity_Domain with SetupDiGetDeviceProperty to map a GPU to a pci local CPU. See http://blogs.technet.com/b/winserverperformance/archive/2008/09/13/getting-system-topology-information-on-windows.aspx",1255072954,1410512014,normal
16,defect,,balaji,v0.9.1,closed,fixed,hwloc build fails with strict compiler flags,"Here's a snippet of the error:

{{{
libtool: compile:  gcc -DHAVE_CONFIG_H -I. -I/home/balaji/projects/mpich2/hydra/hydra/tools/bind/hwloc/hwloc/src -I../include/private -I../include/hwloc -I/home/balaji/projects/mpich2/hydra/hydra/tools/bind/hwloc/hwloc/include -I../include -std=c99 -Wall -Wmissing-prototypes -Wundef -Wpointer-arith -Wcast-align -Wall -Wextra -Wno-missing-field-initializers -Wstrict-prototypes -Wmissing-prototypes -DGCC_WALL -Wno-unused-parameter -Wno-unused-label -Wshadow -Wmissing-declarations -Wno-long-long -Wfloat-equal -Wdeclaration-after-statement -Wundef -Wno-endif-labels -Wpointer-arith -Wbad-function-cast -Wcast-align -Wwrite-strings -Wno-sign-compare -Waggregate-return -Wold-style-definition -Wno-multichar -Wno-deprecated-declarations -Wpacked -Wnested-externs -Winvalid-pch -Wno-pointer-sign -Wvariadic-macros -std=c89 -Wno-format-zero-length -Wno-type-limits -D_POSIX_C_SOURCE=199506L -g -MT topology.lo -MD -MP -MF .deps/topology.Tpo -c /home/balaji/projects/mpich2/hydra/hydra/tools/bind/hwloc/hwloc/src/topology.c  -fPIC -DPIC -o .libs/topology.o
In file included from /home/balaji/projects/mpich2/hydra/hydra/tools/bind/hwloc/hwloc/src/topology.c:20:
/home/balaji/projects/mpich2/hydra/hydra/tools/bind/hwloc/hwloc/include/hwloc.h: In function 'hwloc_get_obj_by_type':
/home/balaji/projects/mpich2/hydra/hydra/tools/bind/hwloc/hwloc/include/hwloc.h:425: warning: declaration of 'index' shadows a global declaration
/usr/include/string.h:309: warning: shadowed declaration is here

[...snip...]

/home/balaji/projects/mpich2/hydra/hydra/tools/bind/hwloc/hwloc/src/topology.c:1313: warning: ISO C90 forbids mixed declarations and code
/home/balaji/projects/mpich2/hydra/hydra/tools/bind/hwloc/hwloc/src/topology.c:1337: warning: ISO C90 forbids mixed declarations and code
make[2]: *** [topology.lo] Error 1
make[2]: Leaving directory `/home/balaji/projects/mpich2/hydra/build/tools/bind/hwloc/hwloc/src'
make[1]: *** [all-recursive] Error 1
make[1]: Leaving directory `/home/balaji/projects/mpich2/hydra/build/tools/bind/hwloc/hwloc'
make: *** [all-recursive] Error 1
}}}

This is causing MPICH2's builds to fail when configured with strict compiler options.",1255986286,1256132383,normal
17,defect,jsquyres,jsquyres,v1.0,closed,fixed,Fix icc warnings,"There's a truckload of warnings generated when icc 11.1.056 is used to compile hwloc.  Most are in one of three types:

 * Variable/parameter is never referenced
 * Variable is set but never used
 * Mix enum with another type

The first two should probably be fixed; we may or may not care about fixing the third.",1256147872,1271798868,normal
18,defect,,jsquyres,v1.0,closed,fixed,vsnprintf warnings,"When using super-picky compilation warning flags, hwloc gets warnings about vsnprintf:

{{{
/home/balaji/projects/mpich2/hydra/hydra/tools/bind/hwloc/hwloc/src/cpuset.c:
In function 'hwloc_snprintf':
/home/balaji/projects/mpich2/hydra/hydra/tools/bind/hwloc/hwloc/src/cpuset.c:37:
warning: implicit declaration of function 'vsnprintf'
/home/balaji/projects/mpich2/hydra/hydra/tools/bind/hwloc/hwloc/src/cpuset.c:37:
warning: nested extern declaration of 'vsnprintf'
}}}

Here's the flags that Pavan used to generate these warnings:

{{{
libtool: compile:  gcc -DHAVE_CONFIG_H -I.
-I/home/balaji/projects/mpich2/hydra/hydra/tools/bind/hwloc/hwloc/src
-I../include/private -I../include/hwloc
-I/home/balaji/projects/mpich2/hydra/hydra/tools/bind/hwloc/hwloc/include
-I../include -std=c99 -Wall -Wmissing-prototypes -Wundef -Wpointer-arith
-Wcast-align -O2 -Wall -Wextra -Wno-missing-field-initializers
-Wstrict-prototypes -Wmissing-prototypes -DGCC_WALL
-Wno-unused-parameter -Wno-unused-label -Wshadow -Wmissing-declarations
-Wno-long-long -Wfloat-equal -Wdeclaration-after-statement -Wundef
-Wno-endif-labels -Wpointer-arith -Wbad-function-cast -Wcast-align
-Wwrite-strings -Wno-sign-compare -Waggregate-return
-Wold-style-definition -Wno-multichar -Wno-deprecated-declarations
-Wpacked -Wnested-externs -Winvalid-pch -Wno-pointer-sign
-Wvariadic-macros -std=c89 -Wno-format-zero-length -Wno-type-limits
-D_POSIX_C_SOURCE=199506L -MT cpuset.lo -MD -MP -MF .deps/cpuset.Tpo -c
/home/balaji/projects/mpich2/hydra/hydra/tools/bind/hwloc/hwloc/src/cpuset.c
-o cpuset.o >/dev/null 2>&1
}}}

Pavan suggested the following (on #16):

  The vsnprintf warnings occur because snprintf and vsnprintf are present only in C99, not C89. There are a few solutions possible:

  1. Check in configure to (i) add a prototype for snprintf/vsnprintf where needed and (ii) add an alternative implementation for them for platforms that don't provide them.
  1. An alternative (simpler) solution is to include MPL ( https://svn.mcs.anl.gov/repos/mpi/mpich2/trunk/src/mpl) into hwloc and just use MPL_snprintf and friends everywhere.
  1. Check if snprintf/vsnprintf exist in configure and abort if they don't. Other libraries relying on hwloc can see this error and not build hwloc in those cases.

  Not sure if either approach is acceptable for you guys, so I'm leaving this ticket as closed. Please reopen if appropriate.",1256148660,1274245422,normal
19,defect,jsquyres,jsquyres,v1.0,closed,fixed,fgets() return value not checked,"Pavan reported that when compiling with super-picky compiler flags, we get warnings about not checking the return status of fgets():

{{{
/home/balaji/projects/mpich2/hydra/hydra/tools/bind/hwloc/hwloc/src/topology-linux.c:
In function 'hwloc_parse_sysfs_unsigned':
/home/balaji/projects/mpich2/hydra/hydra/tools/bind/hwloc/hwloc/src/topology-linux.c:241:
warning: ignoring return value of 'fgets', declared with attribute
warn_unused_result
/home/balaji/projects/mpich2/hydra/hydra/tools/bind/hwloc/hwloc/src/topology-linux.c:
In function 'hwloc_read_cpuset_mask':
/home/balaji/projects/mpich2/hydra/hydra/tools/bind/hwloc/hwloc/src/topology-linux.c:326:
warning: ignoring return value of 'fgets', declared with attribute
warn_unused_result
/home/balaji/projects/mpich2/hydra/hydra/tools/bind/hwloc/hwloc/src/topology-linux.c:346:
warning: ignoring return value of 'fgets', declared with attribute
warn_unused_result
/home/balaji/projects/mpich2/hydra/hydra/tools/bind/hwloc/hwloc/src/topology-linux.c:
In function 'look_cpuinfo':
/home/balaji/projects/mpich2/hydra/hydra/tools/bind/hwloc/hwloc/src/topology-linux.c:863:
warning: ignoring return value of 'fscanf', declared with attribute
warn_unused_result
/home/balaji/projects/mpich2/hydra/hydra/tools/bind/hwloc/hwloc/src/topology-linux.c:
In function 'hwloc__get_dmi_info':
/home/balaji/projects/mpich2/hydra/hydra/tools/bind/hwloc/hwloc/src/topology-linux.c:917:
warning: ignoring return value of 'fgets', declared with attribute
warn_unused_result
/home/balaji/projects/mpich2/hydra/hydra/tools/bind/hwloc/hwloc/src/topology-linux.c:931:
warning: ignoring return value of 'fgets', declared with attribute
warn_unused_result
}}}

Here's the super-picky flags that he used:

{{{
libtool: compile:  gcc -DHAVE_CONFIG_H -I.
-I/home/balaji/projects/mpich2/hydra/hydra/tools/bind/hwloc/hwloc/src
-I../include/private -I../include/hwloc
-I/home/balaji/projects/mpich2/hydra/hydra/tools/bind/hwloc/hwloc/include
-I../include -std=c99 -Wall -Wmissing-prototypes -Wundef -Wpointer-arith
-Wcast-align -O2 -Wall -Wextra -Wno-missing-field-initializers
-Wstrict-prototypes -Wmissing-prototypes -DGCC_WALL
-Wno-unused-parameter -Wno-unused-label -Wshadow -Wmissing-declarations
-Wno-long-long -Wfloat-equal -Wdeclaration-after-statement -Wundef
-Wno-endif-labels -Wpointer-arith -Wbad-function-cast -Wcast-align
-Wwrite-strings -Wno-sign-compare -Waggregate-return
-Wold-style-definition -Wno-multichar -Wno-deprecated-declarations
-Wpacked -Wnested-externs -Winvalid-pch -Wno-pointer-sign
-Wvariadic-macros -std=c89 -Wno-format-zero-length -Wno-type-limits
-D_POSIX_C_SOURCE=199506L -MT cpuset.lo -MD -MP -MF .deps/cpuset.Tpo -c
/home/balaji/projects/mpich2/hydra/hydra/tools/bind/hwloc/hwloc/src/cpuset.c
-o cpuset.o >/dev/null 2>&1
}}}",1256148787,1256544468,normal
20,defect,,jsquyres,v1.0,closed,fixed,Windows warning,"I'm getting this warning when compiling on RHEL4 with gcc:

{{{
../../src/topology-windows.c: In function `hwloc_look_windows':
../../src/topology-windows.c:194: warning: assignment from incompatible pointer type
}}}

I don't know anything about Windows code to fix it...",1256149087,1256160542,normal
21,enhancement,,jsquyres,v1.0,closed,fixed,Allow lookup of specific PIDs,"Per discussion on the OMPI devel list, it would be useful to allow looking up topology information about specific PIDs (e.g., what cpuset they're bound to, etc.).

  http://www.open-mpi.org/community/lists/devel/2009/10/7003.php",1256219327,1266179981,normal
22,enhancement,,jsquyres,v1.0,closed,fixed,Report whole system topology vs. current cpuset,"Per discussion on the OMPI devel list, it would be nice to be able to distinguish between looking up topology information about the whole system vs. the current process (e.g., if the current progress/group is bound to a specific cpuset).

  http://www.open-mpi.org/community/lists/devel/2009/10/7001.php

This may be a simple variation on #21.",1256219452,1256219731,normal
23,enhancement,,bgoglin,v1.4,closed,fixed,network topology support,"How do we gather multiple machine information and store them in the same big topology so that the process manager has a global knowledge of the cluster?

 * Need a way to merge multiple ""local"" topology in a single big one

  /* create a topology with only a System object root */
  hwloc_topology_create_empty()
  /* load a XML topology and insert it below a given object */
  hwloc_topology_insert_xml_by_parent()

A new utility would use these to agregate multiple XML topologies. You
would have to run lstopo foo.xml on each node and run this new utility
to create the global XML topology. Finally, you can run hwloc with the
new global topology and do whatever you want.

  mpirun lstopo <hostname>.xml
  hwloc_xml_agregate cluster.xml *.xml
  export HWLOC_XMLFILE=cluster.xml


 * Need to extend cpusets, either by extracting the local part before binding, or by adding a ""network id"" attribute internally, or a local flag to objects (set to 0 by default when agregating topologies, and process can then set it back to 1 their own Machine object and children).

 * Need network topology detection

Note: For OFED, ibnetdiscover provides the network topology
",1258988406,1318661064,normal
24,defect,,sthibaul,v1.0,closed,fixed,Add whole processus binding support on Linux,"This can be implemented by enumerating /proc/{<pid>,self}/task/*, bind them, enumerate again to check that none have appeared in between.",1259166515,1356162574,normal
25,enhancement,,jsquyres,v1.0,closed,fixed,Add --logical and --physical options to all hwloc CLI commands,"As discussed in this thread:

    http://www.open-mpi.org/community/lists/hwloc-devel/2009/12/0456.php

It would be beneficial to allow the hwloc CLI commands to support outputting indexes either as physical/OS values or as hwloc-logical values.",1259889094,1262082709,normal
26,enhancement,,jsquyres,v1.0,closed,fixed,Make hwloc CLI commands all default to same index bias,"After #25, make all hwloc CLI commands uniformly default to both output and accept as input either physical/OS or hwloc-logical index values.

Simple example: hwloc-bind should accept as input the index values output by the default output of lstopo.

See also the thread started here:

    http://www.open-mpi.org/community/lists/hwloc-devel/2009/12/0456.php",1259889265,1262109193,normal
27,enhancement,,jsquyres,v1.0,closed,fixed,"Ignore leading ""0x"" if present in cpuset strings","Cpuset strings are expressed as hex numbers.  Some users may put a ""0x"" prefix at the beginning of hex numbers; it should be pretty easy to ignore such a prefix if it is present.",1259889321,1356162620,normal
28,enhancement,,bgoglin,v1.0,closed,fixed,get nbprocs on the command-line,"As suggested by Samuel, we could have an easy way to get the number of processors from the command line:

  shell$ lstopo --n<proc|core|socket|node|machine|system>
  4
",1260428725,1262095366,normal
29,enhancement,,sthibaul,v1.0,closed,fixed,Pave the way for network support,"- the top object may not always be a system.
- objects may not have a cpuset.
- there is no global notion of cpuset, only relative to a tree of
  objects representing a machine.
",1263258508,1264862410,normal
30,enhancement,,sthibaul,Future,new,,USB tree?,"I've came across the location of a CD-ROM drive:

/sys/devices/pci0000:00/0000:00:02.1/usb1/1-5/1-5:1.0/host6/target6:0:0/6:0:0:0/block:sr0",1263379982,1336507219,minor
31,defect,bgoglin,bgoglin,v1.1,closed,fixed,array of stringified infos,"As discussed a while ago, I think we should add something like this to the end of the hwloc_obj structure:

  char **infos; /**< \brief Array of string name=value */
  unsigned infos_count; /**< \brief Length of the infos array */

We would store in there things like:

  DMIBoardVendor=Tyan (currently in obj->attr->machine.dmi_board_vendor)
  DMIBoardModel=S4885 (currently in obj->attr->machine.dmi_board_info)
  PCIVendor=AMD
  PCIModel=Radeon HD4350

Some of them are already used in obj->name but that doesn't need to change.

Some system-fields might be interesting too, they should go in the topology or in the widest related object:

  Backend=Synthetic
  OS=Linux
  LinuxCpuset=/foobar
  FsRoot=/var/lib/topology/myworderfulmachine
  Hostname=foobar
",1266911005,1356164308,normal
32,enhancement,,bgoglin,v1.2,closed,fixed,distances,"INTRO:
Some people want a fake/virtual/topological distance between random pairs of objects, from the tree point of view, not from the physical point of view. The distance between A and B is basically the depth difference between the highest of A and B and their lowest common ancestor. This is probably too simple to deserve some discussion here. At most, we'll add a new helper.


DONE:
Some people want to know the actual physical distance between objects (especially numa nodes). We already had the full matrices of distances between all pairs of objects of the same level (when given by the BIOS/OS). In the distances branch, we are now also exporting this ""latency"" matrix (after normalization to floats with 1.0 on the diagonal).

If we ever have the distances between a subset of objects, we store the matrix in the common ancestor instead of the root. No problem there, we can group objects and report distances the same.

Distance matrices may also be given by the user between init and load (as unsigned right now, maybe use float there too?).


TODO:
Some people may want the topological graph connecting objects, which means we have a number of hops (ou a route?) between peers instead of a latency. It could be another matrix (unsigned, 0 on the diagonal).

NUMA topology could also be exported as a series of proximity domains (like solaris's lgrps). ** TODO explain what this means **
",1267384903,1356164682,normal
33,enhancement,,bgoglin,v1.1,closed,fixed,hwloc-aware top/ps,"Based on discussion here, it looks like some people use top to verify the binding of their MPI processes. They will get physical processor index there. But they might want to easily check that the binding is ""hwloc-correct"" when MPI uses hwloc for binding.

So having a hwloc-aware top (or ps) would be good. No need to reimplement everything, only showing basic top/ps info would be enough. Something like below should be easy:
  <pid> <user> <command> <cpuset> <socket1.core5>

With some options for filtering with a userid, process name, ...

Maybe print %CPU if it's easy to retrieve (but we may need to make it refresh the display every second or so, which opens the room for lots of useless requests from users). Probably better to let the user revert to the plain top/ps instead or reinventing the wheel.
",1267605878,1356164260,normal
34,enhancement,bgoglin,bgoglin,v1.1,closed,fixed,dynamic cpusets,"The dyncpuset branch might be mergeable now. The remaining possible optimization are orthogonal, not required before entering trunk. I'd like some feedback about the current implementation.

FWIW, below is the duration (in microseconds) of hwloc_topology_load() depending on the topology size/hierarchy. It's a synthetic topo, so load() does pretty much nothing apart from allocating objects and manipulating tons of cpusets to insert in the tree and compute the {allowed,complete,online}_{cpuset,nodeset}.

{{{
                                                   size    trunk     dyncpusets
  synthetic proc:4                                 4       100       100
  synthetic proc:32                                32      745       413
  synthetic node:4 die:4 core:4 proc:4             256     7750      5409
  synthetic proc:256                               256     41932     34773
  synthetic mach:4 node:4 die:4 core:4 proc:4      1024    44215     49406
  synthetic proc:1024                              1024    1237049   1442945
  synthetic m:4 n:4 d:4 cache:4 core:4 4           4096    X         700547
  synthetic m:4 n:4 d:4 cache:4 cache:4 core:4 4   16384   X         11597185
}}}

In short, dyncpusets decrease memory waste, and do not increase CPU cycles.

1024 is the current static size in the trunk, that's why it's faster than dyncpusets. The dyncpusets branch works at least until 16384 in the above test but the lstopo time became too long for me :)
",1271799384,1356164224,normal
35,defect,,jsquyres,v1.0.1,closed,fixed,32 bit builds fail,"hwloc fails to build when CFLAGS=-m32.  It has shown up in nightly Open MPI test builds, but is easy to reproduce in standalone builds:

{{{
$ ./configure CFLAGS=-m32
...
$ make
...
Making all in src
make[1]: Entering directory `/nfs/rinfs/san/homedirs/jsquyres/svn/hwloc/src'
depbase=`echo topology-x86.lo | sed 's|[^/]*$|.deps/&|;s|\.lo$||'`;\
	/bin/sh ../libtool --tag=CC   --mode=compile gcc -DHAVE_CONFIG_H -I. -I../include/private -I../include/hwloc  -I/u/jsquyres/svn/hwloc/include -I/u/jsquyres/svn/hwloc/include -I/u/jsquyres/svn/hwloc/include -I/u/jsquyres/svn/hwloc/include  -std=gnu99   -fvisibility=hidden -I/usr/include/libxml2   -std=gnu99   -fvisibility=hidden -m32 -pipe -I/u/jsquyres/svn/hwloc/include -Wall -Wunused-parameter -Wundef -Wno-long-long -Wsign-compare -Wmissing-prototypes -Wstrict-prototypes -Wcomment -pedantic -MT topology-x86.lo -MD -MP -MF $depbase.Tpo -c -o topology-x86.lo topology-x86.c &&\
	mv -f $depbase.Tpo $depbase.Plo
libtool: compile:  gcc -DHAVE_CONFIG_H -I. -I../include/private -I../include/hwloc -I/u/jsquyres/svn/hwloc/include -I/u/jsquyres/svn/hwloc/include -I/u/jsquyres/svn/hwloc/include -I/u/jsquyres/svn/hwloc/include -std=gnu99 -fvisibility=hidden -I/usr/include/libxml2 -std=gnu99 -fvisibility=hidden -m32 -pipe -I/u/jsquyres/svn/hwloc/include -Wall -Wunused-parameter -Wundef -Wno-long-long -Wsign-compare -Wmissing-prototypes -Wstrict-prototypes -Wcomment -pedantic -MT topology-x86.lo -MD -MP -MF .deps/topology-x86.Tpo -c topology-x86.c  -fPIC -DPIC -o .libs/topology-x86.o
/u/jsquyres/svn/hwloc/include/private/cpuid.h: In function ‘hwloc_cpuid’:
/u/jsquyres/svn/hwloc/include/private/cpuid.h:54: error: can't find a register in class ‘BREG’ while reloading ‘asm’
make[1]: *** [topology-x86.lo] Error 1
make[1]: Leaving directory `/nfs/rinfs/san/homedirs/jsquyres/svn/hwloc/src'
make: *** [all-recursive] Error 1
}}}

Any ideas?",1274298947,1356164125,normal
36,enhancement,,sthibaul,Future,closed,wontfix,Add likwid backend for cpuid-based detection,"To benefit from potential future updates of likwid concerning new cpuid conventions

http://code.google.com/p/likwid/",1279728613,1396298453,normal
37,defect,bgoglin,bgoglin,v1.2,closed,fixed,Properly gather/support Linux Cgroup/Cpuset in remote topologies,"http://www.open-mpi.org/community/lists/hwloc-devel/2010/12/1717.php

We need to:
* gather /proc/mounts
* gather the relevant cpuset/cgroup mount point in hwloc-gather-topology.sh (or warn if we didn't gather it)
* make sure we properly read those in src/topology-linux.c when fsroot was changed
* update the expected topologies of tests/linux/*cpuset* (might be wrong right now)
* stop ignoring failures at the end of test-gather-topology.sh.in (or at least only ignore when Linux cpuset/cgroup are enabled)

Note that you need to mount a cpuset or cgroup/cpuset mount point to reproduce the problem.
",1292483900,1356164566,normal
