id,type,owner,reporter,milestone,status,resolution,summary,description,PosixTime,ModifiedTime,priority
29,defect,jsquyres,jsquyres,Limited OMPI core availability,closed,fixed,"Extra "","" in mpirun","HLRS is getting an extra "","" in their mpirun command lines, preventing tests from being run.  From a mail from Sven:

-----

I configure ompi with TM. I'm using r229 and the tests are not executed. The 
output of MTT is show below. Do you have an idea where the additional comma 
after the ""-np 4"" comes from ?

{{{
String now: mpirun  -np &test_np() --prefix &test_prefix()
   &test_executable() &test_argv()
Got name: test_np
Got args:
_do: $ret = MTT::Values::Functions::test_np()
&test_np returning: 4,
String now: mpirun  -np 4, --prefix &test_prefix() &test_executable()
   &test_argv()
Got name: test_prefix
Got args:
_do: $ret = MTT::Values::Functions::test_prefix()
&test_prefix returning:
   /mscratch/ws/hpcstork-mtt-run-2006-08-25--10-44-20---hlrs-gcc-0/installs
   /ompi-nightly-v1.2/cacau_gcc_warnings/1.2a1r11420/install
String now: mpirun  -np 4, --prefix
   /mscratch/ws/hpcstork-mtt-run-2006-08-25--10-44-20---hlrs-gcc-0/installs
   /ompi-nightly-v1.2/cacau_gcc_warnings/1.2a1r11420/install
   &test_executable() &test_argv()
Got name: test_executable
Got args:
_do: $ret = MTT::Values::Functions::test_executable()
&test_executable returning: src/MPI_Allreduce_loc_f
String now: mpirun  -np 4, --prefix
   /mscratch/ws/hpcstork-mtt-run-2006-08-25--10-44-20---hlrs-gcc-0/installs
   /ompi-nightly-v1.2/cacau_gcc_warnings/1.2a1r11420/install
   src/MPI_Allreduce_loc_f &test_argv()
Got name: test_argv
Got args:
_do: $ret = MTT::Values::Functions::test_argv()
&test_params returning
String now: mpirun  -np 4, --prefix
   /mscratch/ws/hpcstork-mtt-run-2006-08-25--10-44-20---hlrs-gcc-0/installs
   /ompi-nightly-v1.2/cacau_gcc_warnings/1.2a1r11420/install
   src/MPI_Allreduce_loc_f
Evaluating: &max(30, &multiply(10, &test_np()))
Got name: test_np
Got args:
_do: $ret = MTT::Values::Functions::test_np()
&test_np returning: 4,
String now: &max(30, &multiply(10, 4,))
Got name: multiply
Got args: 10, 4,
_do: $ret = MTT::Values::Functions::multiply(10, 4,)
&multiply got: 10 4
&multiply returning: 40
String now: &max(30, 40)
Got name: max
Got args: 30, 40
_do: $ret = MTT::Values::Functions::max(30, 40)
&max got: 30 40
&max returning: 40
String now: 40
Evaluating:
Running command: mpirun  -np 4, --prefix
   /mscratch/ws/hpcstork-mtt-run-2006-08-25--10-44-20---hlrs-gcc-0/installs
   /ompi-nightly-v1.2/cacau_gcc_warnings/1.2a1r11420/install
   src/MPI_Allreduce_loc_f
Timeout: 1 - 1156505332 (vs. now: 1156505292)
OUT:-----------------------------------------------------------------------
   ---
OUT:Could not execute the executable
   ""/mscratch/ws/hpcstork-mtt-run-2006-08-25--10-44-20---hlrs-gcc-0/install
   s/ompi-nightly-v1.2/cacau_gcc_warnings/1.2a1r11420/install/bin/"":
   Permission denied
OUT:
OUT:This could mean that your PATH or executable name is wrong, or that you
   do not
OUT:have the necessary permissions.  Please ensure that the executable is
   able to be
OUT:found and executed.
OUT:-----------------------------------------------------------------------
   ---
}}}",1156513084,1156517871,major
30,defect,jsquyres,jsquyres,Limited OMPI core availability,closed,fixed,Sometimes the MPI version number is blank,"This is something that Ethan reported last week and I thought I had fixed it.  Blah!

Sometimes the MPI version number comes up either blank or has a string in it.  For example, in sumary.php, I'm currently seeing some bad version number for the tests that I just ran on the 1.1.1rc2 tarball:

{{{
x86_64	linux-rhel4_AS-x86_64	Cisco MPI development cluster
svbu-mpi1.cisco.com	ompi-rc-v1.1	2006-08-25 15:59:45		gnu	1	0	0	0	0	0
x86_64	linux-rhel4_AS-x86_64	Cisco MPI development cluster
svbu-mpi1.cisco.com	ompi-rc-v1.1	2006-08-25 15:59:45		ibm	0	0	1	0	0	0
x86_64	linux-rhel4_AS-x86_64	Cisco MPI development cluster
svbu-mpi1.cisco.com	ompi-rc-v1.1	2006-08-25 15:59:45		imb	0	0	1	0	0	0
x86_64	linux-rhel4_AS-x86_64	Cisco MPI development cluster
svbu-mpi1.cisco.com	ompi-rc-v1.1	2006-08-25 15:59:45		intel	0	0	1	0	0	0
x86_64	linux-rhel4_AS-x86_64	Cisco MPI development cluster
svbu-mpi1.cisco.com	ompi-rc-v1.1	2006-08-25 15:59:45		trivial	0	0	1	0	0	0
x86_64	linux-rhel4_AS-x86_64	Cisco MPI development cluster
svbu-mpi1.cisco.com	ompi-rc-v1.1	2006-08-25 15:59:45	mtt_version_major: 0	intel	0	0	0	0	0	88
x86_64	linux-rhel4_AS-x86_64	Cisco MPI development cluster
svbu-mpi1.cisco.com	ompi-rc-v1.1	2006-08-25 15:59:45	mtt_version_major: 0	trivial	0	0	0	0	0	4
}}}

I also see the following in Test Build output:

{{{
>> Test build [test build: trivial]
   Already have a build for [ompi-rc-v1.1] / [] / [gnu] / [trivial]
}}}

So I think there's another place in the code that isn't doing the MPI version number properly.",1156523171,1156541002,major
31,defect,emallove,jsquyres,v1.0,closed,fixed,Need to separate hostname from platform ID in results,"The Cluster Summary table in summary.php currently combines the hostname where the results were submitted with the platform ID from the ini file.  This is misleading in cases where MTT users are running on clusters with schedulers, meaning that they don't always run (and therefore submit) from the same host.

Case in point is HLRS who runs on some flavor of a PBS cluster (cacau).  Right now, summary.php is showing a different entry in the Cluster Summary table for every run that they've done, when, in fact, they're all really from the same cluster (cacau@HLRS).

Hence, the Cluster Summary table should roll up all results from the same cluster, regardless of what node they were run on.",1156523886,1157396140,major
32,defect,jsquyres,jsquyres,v3.1,assigned,,"If interrupted, some results don't get reported","MTT was designed to be able to be interrupted; if you re-start MTT with the same command line arguments and ini file and nothing has changed on the server side (e.g., no new version of MPI or version of tests), MTT should resume where it left off.

However, in some cases, results for all the tests won't be reported.  For example, if you interrupt MTT in the middle of a long intel test run, although MTT has all the meta data for the tests that have already been run (and will properly resume where it left off if you restart MTT), it will only report the results of the tests that it executed during the current run.  That is, the results of the tests of the previous run are not reported back to the database.",1156529433,1166199808,major
33,enhancement,emallove,jsquyres,v1.0,closed,fixed,summary.php: test run failure rollup values don't match,"The rollup values for how many test runs failed don't seem to match in the output from summary.php.  I have attached an html snapshot of summary.php from right now.  There are 5 rows in the executive summary table; they show 11 / 1 / 1 / 1 / 1 test run failures, respectively.

Similarly, the Cluster Sumary table has 6 rows, showing 11 / 0 / 1 / 1 / 1 / 1 test run failures, respectively.

However, in the Test Suites summary, it shows numbers much larger than 11 and 1 (E.g., 14, 3, 468, etc.).

Am I reading these numbers wrong?  Are some of these ""normalized""?  If so, it would be good to notate that on the column head, and describe what ""normalized"" means.",1156530417,1158079761,critical
34,defect,emallove,jsquyres,v2.0,closed,fixed,"Add capability to count ""skipped"" tests","Some tests are deliberately skipped (e.g., not enough/not the right number of processes to run the test) and should not be counted as ""passed"" or ""failed"" -- instead, there should be a new category called ""skipped"".  

For the moment, the ompi-core-template.ini file -- at least in the IBM test run section -- checks for status 77 from a test and marks that as a ""pass"" (tests return status 77 when they want to be skipped; a prededent established by the GNU coding standards).",1156534758,1164831921,major
35,defect,jsquyres,jsquyres,v1.0,closed,fixed,Make MTTDatabase submit more efficient,"The MTTDatabase submit method can be made more efficient.

For example, a single run of the IBM test suite for 2 values of np (each with 1 variant), generates 362 results.  This currently requires '''362 separate HTTP connections''', each of which averages around 2k of data transfer (combined send and receive).  This is approximately 3/4 MB total transfer.  It also takes '''several minutes''' to complete (submitting from a test cluster at Cisco).

I'm not so concerned about the total number of bytes transferred, but it could be significantly reduced.  The MTT client currently sends a lot of repeated data for ''each result.''  The most obvious changes that I'm thinking of are:

 * Pack all the data into a single message that can be sent in a single connection
 * All the data that is currently repeated would therefore only need to be sent once (e.g., at the beginning of the message)
 * The server can marshal this data and generate 1 SQL INSERT for all the results

Both the client and the server would need to be modified to make this happen.  It would probably make the whole process significantly more efficient in the following ways:

 * Only 1 HTTP connection
 * Significantly reduce the amount of data sent from the client to the server
 * Potentially make the database insert more efficient (1 INSERT vs. 362)",1156540003,1157376713,critical
36,enhancement,jsquyres,jsquyres,v1.0,closed,fixed,Print timing information at end of an mtt client run,"It would be useful to print some basic timing information at the end of an mtt client run (e.g., start/stop/elapsed time of each phase) upon demand (e.g., --print-times, or somesuch).  This will be helpful in determining how long a particular ini file takes to run, and can help with planning purposes for how much to test, how frequently, etc.",1156561133,1156593639,major
37,defect,emallove,jsquyres,v2.0,closed,fixed,Add new result types to Test Run,"I added a new field in the Test Run report named ""timed_out"".  This field is now sent to the MTT database via the MTTDatabase reporter.  It's a logical value and will always be either 0 or 1.

This field indicates whether a test timed out or not (different than failing).  The timeout in some OS's is somewhat fuzzy, so it's possible for a test to actually go [slightly] over its timeout value and still pass.  Hence, this flag specifically indicates whether a test was killed because it had timed out.

More specifically:

 * (pass=1, timed_out=0): the test passed
 * (pass=1, timed_out=1): will never happen
 * (pass=0, timed_out=0): the test failed (i.e., it failed its ""pass"" criteria)
 * (pass=0, timed_out=1): the test timed out and was killed

The server side needs to now accept this flag and enter it into the data, and the reports need to be adjusted accordingly.",1156600766,1164833070,major
38,defect,emallove,jsquyres,v1.0,closed,fixed,"Make Intel tests run with the ""wrong"" number of processes return exit status 77","This was already done for the IBM test suite.

The idea is to have tests that require a specific number of processes to be tolerant of when they are not run with the right number.  Hence, if the test needs 6 processes and it is run with 4 (or 8 or 3 or ...), it should shut down in an orderly fashion (MPI_FINALIZE), and exit with a status of 77 indicating that the test was skipped.

The value of 77 was taken from the GNU coding standards.",1156615055,1156940692,major
39,defect,jsquyres,hpcstork,Limited OMPI core availability,closed,fixed,No submit to database,"after updating to r245 I have the problem that the MTT doesn't (even try) to 
submit the results to the database. In the older version (r231) MTT at least 
tried to send the results but failed with an error. 
{{{
*** Reporter initializing
Got hostname: noco084.nec
Found whatami: /home/HLRS/hlrs/hpcstork/mtt/client/whatami/whatami
Evaluating: MTTDatabase
>> Initializing reporter module: MTTDatabase
Evaluating: require MTT::Reporter::MTTDatabase
Evaluating: $ret = &MTT::Reporter::MTTDatabase::Init(@args)
Evaluating: hlrs
Evaluating: hlrsompi
Evaluating: https://localhost:4323/mtt/submit/
Evaluating: OMPI
Evaluating: Cacau at HLRS
Evaluating: TextFile
>> Initializing reporter module: TextFile
Evaluating: require MTT::Reporter::TextFile
Evaluating: $ret = &MTT::Reporter::TextFile::Init(@args)
Evaluating: cacau-$phase-$section-$mpi_name-$mpi_version.txt
Evaluating:
   >>>>----------------------------------------------------------<<<<
File reporter initialized
   (/mscratch/ws/hpcstork-mtt-run-2006-08-28--10-40-07---hlrs-gcc-0/cacau-$
   phase-$section-$mpi_name-$mpi_version.txt)
*** Reporter initialized

...

Command complete, exit status: 0
Evaluating: require MTT::Reporter::TextFile
Evaluating: $ret = &MTT::Reporter::TextFile::Submit(@args)
File reporter
Writing to text file:
   /mscratch/ws/hpcstork-mtt-run-2006-08-28--10-40-07---hlrs-gcc-0/cacau-Te
   st_Run-trivial-ompi-nightly-trunk-1.3a1r11451.txt
>> Reported to text file
   /mscratch/ws/hpcstork-mtt-run-2006-08-28--10-40-07---hlrs-gcc-0/cacau-Te
   st_Run-trivial-ompi-nightly-trunk-1.3a1r11451.txt
Writing to text file:
   /mscratch/ws/hpcstork-mtt-run-2006-08-28--10-40-07---hlrs-gcc-0/cacau-Te
   st_Run-trivial-ompi-nightly-trunk-1.3a1r11451.txt
Writing to text file:
   /mscratch/ws/hpcstork-mtt-run-2006-08-28--10-40-07---hlrs-gcc-0/cacau-Te
   st_Run-trivial-ompi-nightly-trunk-1.3a1r11451.txt
Writing to text file:
   /mscratch/ws/hpcstork-mtt-run-2006-08-28--10-40-07---hlrs-gcc-0/cacau-Te
   st_Run-trivial-ompi-nightly-trunk-1.3a1r11451.txt
>> Test run [test run: intel]
Evaluating: intel
Found a match! intel [intelEvaluating: Simple

}}}
",1156769986,1156879527,major
